kanji,on_readings,kun_readings,meanings,jlpt_level,on_count,kun_count,meaning_count
懲,チョウ,こ.りる こ.らす こ.らしめる,"penal, chastise, punish, discipline",N1,1,3,4
剣,ケン,つるぎ,"sabre, sword, blade, clock hand",N1,1,1,4
彰,ショ,,"patent, clear",N1,1,0,2
棋,キ,ご,"chess piece, Japanese chess, shogi",N1,1,1,3
丁,チョウ テイ チン トウ チ,ひのと,"street, ward, town, counter for guns, tools, leaves or cakes of something, even number, 4th calendar sig",N1,5,1,8
恒,コウ ツネ,つね,"constancy, always",N1,2,1,2
揚,ヨウ ア.ガ,あ.げる -あ.げ,"hoist, fry in deep fat",N1,2,2,2
冒,ボウ,おか.す,"risk, face, defy, dare, damage, assume (a name)",N1,1,1,6
之,シ コ,の これ おいて ゆく,"of, this",N1,2,4,2
倫,リ,,"ethics, companion",N1,1,0,2
陳,チン ヒ.ネ,,"exhibit, state, relate, explain",N1,2,0,4
憶,オク,,"recollection, think, remember",N1,1,0,3
潜,セン,ひそ.む もぐ.る かく.れる くぐ.る ひそ.める,"submerge, conceal, hide, lower (voice), hush",N1,1,5,5
梨,リ ナ,,pear tree,N1,2,0,1
仁,ジン ニ ニ,,"humanity, virtue, benevolence, charity, man, kernel",N1,3,0,6
克,コク カ.,,"overcome, kindly, skillfully",N1,2,0,3
岳,ガク タ,,"point, peak, mountain",N1,2,0,3
概,ガイ,おうむ.ね,"outline, condition, approximation, generally",N1,1,1,4
拘,コウ,かか.わる,"arrest, seize, concerned, adhere to, despite",N1,1,1,5
墓,ボ,はか,"grave, tomb",N1,1,1,2
黙,モク ボク,だま.る もだ.す,"silence, become silent, stop speaking, leave as is",N1,2,2,4
須,ス シュ モト.メ,すべから.く すべし ひげ まつ もち.いる,"ought, by all means, necessarily",N1,3,5,3
偏,ヘン,かたよ.る,"partial, side, left-side radical, inclining, biased",N1,1,1,5
雰,フン,,"atmosphere, fog",N1,1,0,2
遇,グウ,あ.う,"interview, treat, entertain, receive, deal with",N1,1,1,5
諮,シ,はか.る,consult with,N1,1,1,1
狭,キョウ コウ,せま.い せば.める せば.まる,"cramped, narrow, contract, tight",N1,2,3,4
卓,タ,,"eminent, table, desk, high",N1,1,0,4
亀,キ キュウ キン カ,,"tortoise, turtle",N1,4,0,2
糧,リョウ ロウ,かて,"provisions, food, bread",N1,2,1,3
簿,ボ,,"register, record book",N1,1,0,2
炉,ロ,いろり,"hearth, furnace, kiln, reactor",N1,1,1,4
牧,ボク マ,,"breed, care for, shepherd, feed, pasture",N1,2,0,5
殊,シュ,こと,"particularly, especially, exceptionally",N1,1,1,3
殖,ショク フ.ヤ,ふ.える,"augment, increase, multiply, raise",N1,2,1,4
艦,カン,,warship,N1,1,0,1
輩,ハイ,-ばら やから やかい ともがら,"comrade, fellow, people, companions",N1,1,4,4
穴,ケツ ア,,"hole, aperture, slit, cave, den",N1,2,0,5
奇,キ,く.しき あや.しい くし めずら.しい,"strange, strangeness, curiosity",N1,1,4,3
慢,マン,,"ridicule, laziness",N1,1,0,2
鶴,カク ツ,,"crane, stork",N1,2,0,2
謀,ボウ ム,はか.る たばか.る はかりごと,"conspire, cheat, impose on, plan, devise, scheme, have in mind, deceive",N1,2,3,8
暖,ダン ノン,あたた.か あたた.かい あたた.まる あたた.める,warmth,N1,2,4,1
昌,ショウ サカ,,"prosperous, bright, clear",N1,2,0,3
拍,ハク ヒョウ,,"clap, beat (music)",N1,2,0,2
朗,ロウ アキ.ラ,ほが.らか,"melodious, clear, bright, serene, cheerful",N1,2,1,5
寛,カン ユル.ヤ,くつろ.ぐ ひろ.い,"tolerant, leniency, generosity, relax, feel at home, be at ease, broadminded",N1,2,2,7
覆,フク,おお.う くつがえ.す くつがえ.る,"capsize, cover, shade, mantle, be ruined",N1,1,3,5
胞,ホウ,,"placenta, sac, sheath",N1,1,0,3
泣,キュウ,な.く,"cry, weep, moan",N1,1,1,3
隔,カク,へだ.てる へだ.たる,"isolate, alternate, distance, separate, gulf",N1,1,2,5
浄,ジョウ セイ,きよ.める きよ.い,"clean, purify, cleanse, exorcise, Manchu Dynasty",N1,2,2,5
没,ボツ モツ,おぼ.れる しず.む ない,"drown, sink, hide, fall into, disappear, die",N1,2,3,6
暇,カ,ひま いとま,"spare time, rest, leisure, time, leave of absence",N1,1,2,5
肺,ハイ,,lungs,N1,1,0,1
貞,テイ サ,,"upright, chastity, constancy, righteousness",N1,2,0,4
靖,セイ ジョウ ヤス.ンジ,,peaceful,N1,3,0,1
鑑,カン カガ,かんが.みる,"specimen, take warning from, learn from",N1,2,1,3
飼,シ カ.,,"domesticate, raise, keep, feed",N1,2,0,4
陰,イン,かげ かげ.る,"shade, yin, negative, sex organs, secret, shadow",N1,1,2,6
銘,メ,,"inscription, signature (of artisan)",N1,1,0,2
随,ズイ,まにまに したが.う,"follow, though, notwithstanding, while, during, both, all, obey, submit to, comply, at the mercy of (the wave",N1,1,2,11
烈,レツ ハゲ.シ,,"ardent, violent, vehement, furious, severe, extreme",N1,2,0,6
尋,ジン ヒ,たず.ねる,"inquire, fathom, look for",N1,2,1,3
稿,コウ,わら したがき,"draft, copy, manuscript, straw",N1,1,2,4
丹,タン,,"rust-colored, red, red lead, pills",N1,1,0,4
啓,ケイ サト.,ひら.く,"disclose, open, say",N1,2,1,3
也,ヤ エ マ,なり か,to be (classical),N1,3,2,1
丘,キュウ オ,,"hill, knoll",N1,2,0,2
棟,トウ,むね むな-,"ridgepole, ridge",N1,1,2,2
壌,ジョウ,つち,"lot, earth, soil",N1,1,1,3
漫,マン,みがりに,"cartoon, involuntarily, in spite of oneself, corrupt",N1,1,1,4
玄,ゲ,,"mysterious, occultness",N1,1,0,2
粘,ネン,ねば.る,"sticky, glutinous, greasy, persevere",N1,1,1,4
悟,ゴ,さと.る,"enlightenment, perceive, discern, realize, understand",N1,1,1,5
舗,,,"shop, store",N1,0,0,2
妊,ニン ジン,はら.む みごも.る,pregnancy,N1,2,2,1
熟,ジュク,う.れる,"mellow, ripen, mature, acquire skill",N1,1,1,4
旭,キョク アサ,,"rising sun, morning sun",N1,2,0,2
恩,オ,,"grace, kindness, goodness, favor, mercy, blessing, benefit",N1,1,0,7
騰,トウ,,"inflation, advancing, going",N1,1,0,3
往,オウ ユ.,い.く いにしえ さき.に,"journey, chase away, let go, going, travel",N1,2,3,5
豆,トウ ズ,まめ まめ,"beans, pea, midget",N1,2,2,3
遂,スイ,と.げる つい.に,"consummate, accomplish, attain, commit (suicide)",N1,1,2,4
狂,キョウ,くる.う くる.おしい くるお.しい,"lunatic, insane, crazy, confuse",N1,1,3,4
岐,キ,,"branch off, fork in road, scene, arena, theater",N1,1,0,5
陛,ヘイ,,"highness, steps (of throne)",N1,1,0,2
緯,イ,よこいと ぬき,"horizontal, woof, left & right, latitude",N1,1,2,4
培,バイ,つちか.う,"cultivate, foster",N1,1,1,2
衰,スイ,おとろ.える,"decline, wane, weaken",N1,1,1,3
艇,テイ,,"rowboat, small boat",N1,1,0,2
屈,クツ カガ.メ,かが.む,"yield, bend, flinch, submit",N1,2,1,4
径,ケイ,みち こみち さしわたし ただちに,"diameter, path, method",N1,1,4,3
淡,タン,あわ.い,"thin, faint, pale, fleeting",N1,1,1,4
抽,チュウ,ひき-,"pluck, pull, extract, excel",N1,1,1,4
披,ヒ,,"expose, open",N1,1,0,2
廷,テ,,"courts, imperial court, government office",N1,1,0,3
錦,キン ニシ,,"brocade, fine dress, honors",N1,2,0,3
准,ジュン,,"quasi-, semi-, associate",N1,1,0,3
暑,ショ,あつ.い,"sultry, hot, summer heat",N1,1,1,3
磯,キ イ,,"seashore, beach",N1,2,0,2
奨,ショウ ソウ スス.メ,,"exhort, urge, encourage",N1,3,0,3
浸,シン,ひた.す ひた.る,"immersed, soak, dip, steep, moisten, wet, dunk",N1,1,2,7
剰,ジョウ,あまつさえ あま.り あま.る,"surplus, besides",N1,1,3,2
胆,タン キ,,"gall bladder, courage, pluck, nerve",N1,2,0,4
繊,セン,,"slender, fine, thin kimono",N1,1,0,3
駒,ク,こま,"pony, horse, colt",N1,1,1,3
虚,キョ コ,むな.しい うつ.ろ,"void, emptiness, unpreparedness, crack, fissure, untruth",N1,2,2,6
霊,レイ リョウ,たま,"spirits, soul",N1,2,1,2
帳,チョウ,とばり,"notebook, account book, album",N1,1,1,3
悔,カイ,く.いる く.やむ くや.しい,"repent, regret",N1,1,3,2
諭,ユ サト.,,"rebuke, admonish, charge, warn, persuade",N1,2,0,5
惨,サン ザン,みじ.め いた.む むご.い,"wretched, disaster, cruelty, harsh",N1,2,3,4
虐,ギャク,しいた.げる,"tyrannize, oppress",N1,1,1,2
翻,ホン ハン,ひるがえ.る ひるがえ.す,"flip, turn over, wave, flutter, change (mind)",N1,2,2,5
墜,ツイ,,"crash, fall (down)",N1,1,0,2
沼,ショウ,ぬま,"marsh, lake, bog, swamp, pond",N1,1,1,5
据,キョ,す.える す.わる,"set, lay a foundation, install, equip, squat down, sit down",N1,1,2,6
肥,ヒ フト.,こ.える こえ こ.やす こ.やし,"fertilizer, get fat, fertile, manure, pamper",N1,2,4,5
徐,ジョ,おもむ.ろに,"gradually, slowly, deliberately, gently",N1,1,1,4
糖,トウ,,sugar,N1,1,0,1
搭,トウ,,"board, load (a vehicle), ride",N1,1,0,3
盾,ジュン,たて,"shield, escutcheon, pretext",N1,1,1,3
脈,ミャク,すじ,"vein, pulse, hope",N1,1,1,3
滝,ロウ ソウ タ,,"waterfall, rapids, cascade",N1,3,0,3
軌,キ,,"rut, wheel, track, model, way of doing",N1,1,0,5
俵,ヒョウ,たわら,"bag, bale, sack, counter for bags",N1,1,1,4
妨,ボウ,さまた.げる,"disturb, prevent, hamper, obstruct",N1,1,1,4
擦,サツ,す.る す.れる -ず.れ こす.る こす.れる,"grate, rub, scratch, scrape, chafe, scour",N1,1,5,6
鯨,ゲイ,くじら,whale,N1,1,1,1
荘,ソウ ショウ チャン オゴソ.,ほうき,"villa, inn, cottage, feudal manor",N1,4,1,4
諾,ダク,,"consent, assent, agreement",N1,1,0,3
雷,ライ カミナ,,"thunder, lightening bolt",N1,2,0,2
漂,ヒョウ,ただよ.う,"drift, float (on liquid)",N1,1,1,2
懐,カイ エ オモ.,ふところ なつ.かしい なつ.かしむ なつ.く なつ.ける なず.ける いだ.く,"pocket, feelings, heart, yearn, miss someone, become attached to, bosom, breast",N1,3,7,8
勘,カ,,"intuition, perception",N1,1,0,2
栽,サイ,,"plantation, planting",N1,1,0,2
拐,カイ,,"kidnap, falsify",N1,1,0,2
駄,ダ タ,,"burdensome, pack horse, horse load, send by horse",N1,2,0,4
添,テン モ.,そ.える そ.う も.える,"annexed, accompany, marry, suit, meet, satisfy, attach, append, garnish, imitate",N1,2,3,10
冠,カン カンム,,"crown, best, peerless",N1,2,0,3
斜,シャ,なな.め はす,"diagonal, slanting, oblique",N1,1,2,3
鏡,キョウ ケイ カガ,,"mirror, speculum, barrel-head, round rice-cake offering",N1,3,0,4
聡,ソウ ミミザト.,さと.い,"wise, fast learner",N1,2,1,2
浪,ロ,,"wandering, waves, billows",N1,1,0,3
亜,ア アシア ツ.,,"Asia, rank next, come after, -ous",N1,3,0,4
覧,ラン,み.る,"perusal, see",N1,1,1,2
詐,サ,いつわ.る,"lie, falsehood, deceive, pretend",N1,1,1,4
壇,ダン タン,,"podium, stage, rostrum, terrace",N1,2,0,4
勲,クン イサ,,"meritorious deed, merit",N1,2,0,2
魔,マ,,"witch, demon, evil spirit",N1,1,0,3
酬,シュウ シュ トウ,むく.いる,"repay, reward, retribution",N1,3,1,3
紫,シ ムラサ,,"purple, violet",N1,2,0,2
曙,ショ,あけぼの,"dawn, daybreak",N1,1,1,2
紋,モ,,"family crest, figures",N1,1,0,2
卸,シャ,おろ.す おろし おろ.し,wholesale,N1,1,3,1
奮,フン,ふる.う,"stirred up, be invigorated, flourish",N1,1,1,3
欄,ラン,てすり,"column, handrail, blank, space",N1,1,1,4
逸,イツ ハグ.レ,そ.れる そ.らす,"deviate, idleness, leisure, miss the mark, evade, elude, parry, diverge",N1,2,2,8
涯,ガイ,はて,"horizon, shore",N1,1,1,2
拓,タク ヒラ.,,"clear (the land), open, break up (land)",N1,2,0,3
眼,ガン ゲン,まなこ め,eyeball,N1,2,2,1
獄,ゴク,,"prison, jail",N1,1,0,2
尚,ショウ ナ,,"esteem, furthermore, still, yet",N1,2,0,4
彫,チョウ,ほ.る -ぼ.り,"carve, engrave, chisel",N1,1,2,3
穏,オン,おだ.やか,"calm, quiet, moderation",N1,1,1,3
顕,ケン アラワ.レ,あきらか,"appear, existing",N1,2,1,2
巧,コウ ウマ.,たく.み たく.む,"adroit, skilled, ingenuity",N1,2,2,3
矛,ム ボウ,ほこ,"halberd, arms, festival float",N1,2,1,3
垣,エン カ,,"hedge, fence, wall",N1,2,0,3
欺,ギ,あざむ.く,"deceit, cheat, delude",N1,1,1,3
釣,チョウ,つ.る つ.り つ.り,"angling, fish, catch, allure, ensnare",N1,1,3,5
萩,シュウ ハ,,bush clover,N1,2,0,1
粛,シュク スク,つつし.む,"solemn, quietly, softly",N1,2,1,3
栗,リツ リ オノノ,くり,chestnut,N1,3,1,1
愚,グ,おろ.か,"foolish, folly, absurdity, stupid",N1,1,1,4
嘉,カ ヨ,よみ.する,"applaud, praise, esteem",N1,2,1,3
遭,ソウ,あ.う あ.わせる,"encounter, meet, party, association, interview, join",N1,1,2,6
架,カ,か.ける か.かる,"erect, frame, mount, support, shelf, construct",N1,1,2,6
鬼,キ,おに おに-,"ghost, devil",N1,1,2,2
庶,ショ,,"commoner, all, bastard",N1,1,0,3
稚,チ ジ オデ,いとけない おさない おくて,"immature, young",N1,3,3,2
滋,,,"nourishing, more & more, be luxuriant, planting, turbidity",N1,0,0,5
幻,ゲン,まぼろし,"phantasm, vision, dream, illusion, apparition",N1,1,1,5
煮,シャ,に.る -に に.える に.やす,"boil, cook",N1,1,4,2
姫,キ,ひめ ひめ-,princess,N1,1,2,1
誓,セイ,ちか.う,"vow, swear, pledge",N1,1,1,3
把,ハ,,"grasp, faggot, bunch, counter for bundles",N1,1,0,4
践,セン,ふ.む,"tread, step on, trample, practice, carry through",N1,1,1,5
呈,テイ,,"display, offer, present, send, exhibit",N1,1,0,5
疎,ソ ショ,うと.い うと.む まば.ら,"alienate, rough, neglect, shun, sparse",N1,2,3,5
仰,ギョウ コウ,あお.ぐ おお.せ お.っしゃる おっしゃ.る,"face-up, look up, depend, seek, respect, rever, drink, take",N1,2,4,8
剛,ゴ,,"sturdy, strength",N1,1,0,2
疾,シツ,,rapidly,N1,1,0,1
征,セ,,"subjugate, attack the rebellious, collect taxes",N1,1,0,3
砕,サイ,くだ.く くだ.ける,"smash, break, crush, familiar, popular",N1,1,2,5
謡,ヨウ,うた.い うた.う,noh chanting,N1,1,2,1
嫁,カ,よめ とつ.ぐ,"marry into, bride",N1,1,2,2
謙,ケ,,"self-effacing, humble oneself, condescend, be modest",N1,1,0,4
后,コウ ゴ,きさき,"empress, queen, after, behind, back, later",N1,2,1,6
嘆,タン,なげ.く なげ.かわしい,"sigh, lament, moan, grieve",N1,1,2,4
菌,キン,,"germ, fungus, bacteria",N1,1,0,3
鎌,レン ケン カ,,"sickle, scythe, trick",N1,3,0,3
巣,ソウ,す す.くう,"nest, rookery, hive, cobweb, den",N1,1,2,5
頻,ヒン,しき.りに,"repeatedly, recur",N1,1,1,2
琴,キン,こと,"harp, koto",N1,1,1,2
班,ハン,,"squad, corps, unit, group",N1,1,0,4
棚,ホウ,たな -だな,"shelf, ledge, rack, mount, mantle, trellis",N1,1,2,6
潔,ケツ イサギヨ.,,"undefiled, pure, clean, righteous, gallant",N1,2,0,5
酷,コク,ひど.い,"cruel, severe, atrocious, unjust",N1,1,1,4
宰,サ,,"superintend, manager, rule",N1,1,0,3
廊,ロウ,,"corridor, hall, tower",N1,1,0,3
寂,ジャク セキ,さび さび.しい さび.れる さみ.しい,"loneliness, quietly, mellow, mature, death of a priest",N1,2,4,5
辰,シン ジン タ,,"sign of the dragon, 7-9AM, fifth sign of Chinese zodiac",N1,3,0,3
霞,カ ゲ,かすみ かす.む,"be hazy, grow dim, blurred",N1,2,2,3
伏,フク フ.,ふ.せる,"prostrated, bend down, bow, cover, lay (pipes)",N1,2,1,5
碁,ゴ,,Go,N1,1,0,1
俗,ゾク,,"vulgar, customs, manners, worldliness, mundane things",N1,1,0,5
漠,バク,,"vague, obscure, desert, wide",N1,1,0,4
邪,ジャ,よこし.ま,"wicked, injustice, wrong",N1,1,1,3
晶,ショ,,"sparkle, clear, crystal",N1,1,0,3
墨,ボク ス,,"black ink, India ink, ink stick, Mexico",N1,2,0,4
鎮,チン オサ,しず.める しず.まる,"tranquilize, ancient peace-preservation centers",N1,2,2,2
洞,ドウ ホ,,"den, cave, excavation",N1,2,0,3
履,リ,は.く,"footgear, shoes, boots, put on (the feet",N1,1,1,4
劣,レツ,おと.る,"inferiority, be inferior to, be worse",N1,1,1,3
那,ナ ダ イカ,なに なんぞ,what?,N1,3,2,1
殴,オウ,なぐ.る,"assault, hit, beat, thrash",N1,1,1,4
娠,シン,,"with child, pregnancy",N1,1,0,2
奉,ホウ ブ ホウ.ズ,たてまつ.る まつ.る,"observance, offer, present, dedicate",N1,3,2,4
憂,ユウ ウ.,うれ.える うれ.い う.い,"melancholy, grieve, lament, be anxious, sad, unhappy",N1,2,3,6
朴,ボク,ほう ほお,"crude, simple, plain, docile",N1,1,2,4
亭,テイ チン,,"pavilion, restaurant, mansion, arbor, cottage, vaudeville, music hall, stage name",N1,2,0,8
淳,ジュン シュン アツ.,,pure,N1,3,0,1
怪,カイ ケ,あや.しい あや.しむ,"suspicious, mystery, apparition",N1,2,2,3
鳩,キュウ ク アツ.メ,はと,"pigeon, dove",N1,3,1,2
酔,スイ,よ.う よ.い,"drunk, feel sick, poisoned, elated, spellbound",N1,1,2,5
惜,セキ,お.しい お.しむ,"pity, be sparing of, frugal, stingy, regret",N1,1,2,5
穫,カク,,"harvest, reap",N1,1,0,2
佳,,,"excellent, beautiful, good, pleasing, skilled",N1,0,0,5
潤,ジュン ウル.,うるお.う うるお.す,"wet, be watered, profit by, receive benefits, favor, charm, steep",N1,2,2,7
悼,トウ,いた.む,"lament, grieve over",N1,1,1,2
乏,ボウ,とぼ.しい とも.しい,"destitution, scarce, limited",N1,1,2,3
該,ガイ,,"above-stated, the said, that specific",N1,1,0,3
赴,フ,おもむ.く,"proceed, get, become, tend",N1,1,1,4
桑,ソウ ク,,mulberry,N1,2,0,1
桂,ケイ カツ,,"Japanese Judas-tree, cinnamon tree",N1,2,0,2
髄,ズイ,,"marrow, pith",N1,1,0,2
虎,コ ト,,"tiger, drunkard",N1,2,0,2
盆,ボン,,"basin, lantern festival, tray",N1,1,0,3
晋,シン スス.,,advance,N1,2,0,1
穂,スイ,,"ear, ear (grain), head, crest (wave)",N1,1,0,4
壮,ソウ サカ,,"robust, manhood, prosperity",N1,2,0,3
堤,テイ,つつみ,"dike, bank, embankment",N1,1,1,3
飢,キ,う.える,"hungry, starve",N1,1,1,2
傍,ボウ ソ,かたわ.ら わき おか- はた,"bystander, side, besides, while, nearby, 3rd person",N1,2,4,6
疫,エキ ヤク,,epidemic,N1,2,0,1
累,ルイ,,"accumulate, involvement, trouble, tie up, continually",N1,1,0,5
痴,チ,し.れる おろか,"stupid, foolish",N1,1,2,2
搬,ハン,,"conveyor, carry, transport",N1,1,0,3
晃,コウ アキラ,,clear,N1,2,0,1
癒,ユ,い.える いや.す,"healing, cure, quench (thirst), wreak",N1,1,2,4
桐,トウ ドウ キ,,paulownia,N1,3,0,1
寸,ス,,"measurement, foot, 10",N1,1,0,3
郭,カク クル,,"enclosure, quarters, fortification, red-light district",N1,2,0,4
尿,ニョウ,,urine,N1,1,0,1
凶,キョウ,,"villain, evil, bad luck, disaster",N1,1,0,4
吐,ト,は.く つ.く,"spit, vomit, belch, confess, tell (lies)",N1,1,2,5
宴,エン ウタ,,"banquet, feast, party",N1,2,0,3
鷹,ヨウ オウ,たか,hawk,N1,2,1,1
賓,ヒン,,"V.I.P., guest",N1,1,0,2
虜,リョ ロ,とりこ とりく,"captive, barbarian, low epithet for the enemy",N1,2,2,3
陶,ト,,"pottery, porcelain",N1,1,0,2
鐘,ショウ,かね,"bell, gong, chimes",N1,1,1,3
憾,カン,うら.む,"remorse, regret, be sorry",N1,1,1,3
猪,チョ イノシ,い,boar,N1,2,1,1
紘,コウ ツナ,おおづな つな,large,N1,2,2,1
磁,ジ,,"magnet, porcelain",N1,1,0,2
弥,ミ ビ ワタ.,いや や あまねし いよいよ とおい ひさし ひさ.しい,"all the more, increasingly",N1,3,7,2
昆,コン,,"descendants, elder brother, insect",N1,1,0,3
粗,ソ,あら.い あら-,"coarse, rough, rugged",N1,1,2,3
訂,テイ,,"revise, correct, decide",N1,1,0,3
芽,ガ,,"bud, sprout, spear, germ",N1,1,0,4
庄,ショウ ソ ソウ ホ,,level,N1,4,0,1
傘,サン,かさ,umbrella,N1,1,1,1
敦,トン タイ ダン チョウ アツ.,,"industry, kindliness",N1,5,0,2
騎,キ,,"equestrian, riding on horses, counter for equestrians",N1,1,0,3
寧,ネイ ムシ.,,"rather, preferably",N1,2,0,2
循,ジュン,,"sequential, fellow",N1,1,0,2
忍,ニン シノ.バセ,しの.ぶ,"endure, bear, put up with, conceal, secrete, spy, sneak",N1,2,1,7
怠,タイ,おこた.る なま.ける,"neglect, laziness",N1,1,2,2
如,ジョ ニョ ゴト.,,"likeness, like, such as, as if, better, best, equal",N1,3,0,7
寮,リョウ,,"dormitory, hostel, villa, tea pavillion",N1,1,0,4
祐,ユウ ウ タス.ケ,,help,N1,3,0,1
鵬,ホウ,おおとり,phoenix,N1,1,1,1
鉛,エン,なまり,lead,N1,1,1,1
珠,シュ タ,,"pearl, gem, jewel",N1,2,0,3
凝,ギョウ,こ.る こ.らす こご.らす こご.らせる こご.る,"congeal, freeze, stiff, be absorbed in",N1,1,5,4
苗,ビョウ ミョウ,なえ なわ,"seedling, sapling, shoot",N1,2,2,3
獣,ジュウ,けもの けだもの,"animal, beast",N1,1,2,2
哀,アイ,あわ.れ あわ.れむ かな.しい,"pathetic, grief, sorrow, pathos, pity, sympathize",N1,1,3,6
跳,チョウ,は.ねる と.ぶ -と.び,"hop, leap up, spring, jerk, prance, buck, splash, sputter, snap",N1,1,3,9
匠,ショウ,たくみ,"artisan, workman, carpenter",N1,1,1,3
垂,スイ ナンナント.,た.れる た.らす た.れ -た.れ,"droop, suspend, hang, slouch",N1,2,4,4
蛇,ジャ ダ イ ヤ ヘ,,"snake, serpent, hard drinker",N1,5,0,3
澄,チョウ -ス.マ,す.む す.ます,"lucidity, be clear, clear, clarify, settle, strain, look grave",N1,2,2,7
縫,ホウ ヌ.,,"sew, stitch, embroider",N1,2,0,3
僧,ソウ,,"Buddhist priest, monk",N1,1,0,2
眺,チョウ,なが.める,"stare, watch, look at, see, scrutinize",N1,1,1,5
亘,コウ カン モト.メ,わた.る,"span, request",N1,3,1,2
呉,ゴ ク,く.れる,"give, do something for",N1,2,1,2
凡,ボン ハン スベ.,およ.そ おうよ.そ,mediocre,N1,3,2,1
憩,ケイ,いこ.い いこ.う,"recess, rest, relax, repose",N1,1,2,4
媛,エン,ひめ,"beautiful woman, princess",N1,1,1,2
溝,コウ ミ,,"gutter, ditch, sewer, drain, 10**32",N1,2,0,5
恭,キョウ ウヤウヤ.シ,,"respect, reverent",N1,2,0,2
刈,ガイ カイ カ.,,"reap, cut, clip, trim, prune",N1,3,0,5
睡,スイ,,"drowsy, sleep, die",N1,1,0,3
錯,サク シャク,,"confused, mix, be in disorder",N1,2,0,3
伯,ハ,,"chief, count, earl, uncle, Brazil",N1,1,0,5
笹,サ,,bamboo grass,N1,1,0,1
穀,コ,,"cereals, grain",N1,1,0,2
陵,リョウ,みささぎ,"mausoleum, imperial tomb",N1,1,1,2
霧,ム ボウ ブ,きり,"fog, mist",N1,3,1,2
魂,コン,たましい たま,"soul, spirit",N1,1,2,2
弊,ヘイ,,"abuse, evil, vice, breakage",N1,1,0,4
妃,ヒ キサ,,"queen, princess",N1,2,0,2
舶,ハク,,"liner, ship",N1,1,0,2
餓,ガ,う.える,"starve, hungry, thirst",N1,1,1,3
窮,キュウ キョウ,きわ.める きわ.まる きわ.まり きわ.み,"hard up, destitute, suffer, perplexed, cornered",N1,2,4,5
掌,ショウ,てのひら たなごころ,"manipulate, rule, administer, conduct, palm of hand",N1,1,2,5
麗,レイ ウラ.ラ,うるわ.しい,"lovely, companion",N1,2,1,2
綾,リン ア,,"design, figured cloth, twill",N1,2,0,3
臭,シュウ,くさ.い -くさ.い にお.う にお.い,"stinking, ill-smelling, suspicious looking, odor, savor, fragrance, be fragrant, stink, glow, be bright",N1,1,4,10
悦,エツ ヨロコ.バ,よろこ.ぶ,"ecstasy, joy, rapture",N1,2,1,3
刃,ジン ニン キ.,は やいば,"blade, sword, edge",N1,3,2,3
縛,バク,しば.る,"truss, arrest, bind, tie, restrain",N1,1,1,5
暦,レキ,こよみ,"calendar, almanac",N1,1,1,2
宜,ギ ヨロ.シ,よろ.しい,"best regards, good",N1,2,1,2
盲,モウ,めくら,"blind, blind man, ignoramus",N1,1,1,3
粋,スイ,いき,"chic, style, purity, essence, pith, cream, elite, choice",N1,1,1,8
辱,ジョク,はずかし.める,"embarrass, humiliate, shame",N1,1,1,3
毅,キ ギ ツヨ.,,strong,N1,3,0,1
轄,カツ,くさび,"control, wedge",N1,1,1,2
猿,エン サ,,monkey,N1,2,0,1
弦,ゲン,つる,"bowstring, chord, hypotenuse",N1,1,1,3
稔,ネン ジン ニン ミノ,みの.る,"harvest, ripen",N1,4,1,2
窒,チツ,,"plug up, obstruct",N1,1,0,2
炊,スイ -ダ.,た.く,"cook, boil",N1,2,1,2
洪,コ,,"deluge, flood, vast",N1,1,0,3
摂,セツ ショウ ト.,おさ.める かね.る,"vicarious, surrogate, act in addition to",N1,3,2,3
飽,ホウ ア.,あ.きる あ.かす,"sated, tired of, bored, satiate",N1,2,2,4
冗,ジョウ,,"superfluous, uselessness",N1,1,0,2
桃,トウ モ,,peach tree,N1,2,0,1
狩,シュ -ガ.,か.る か.り,"hunt, raid, gather",N1,2,2,3
朱,シュ ア,,"vermilion, cinnabar, scarlet, red, bloody",N1,2,0,5
渦,カ,うず,"whirlpool, eddy, vortex",N1,1,1,3
紳,シ,,"sire, good belt, gentleman",N1,1,0,3
枢,スウ シュ,とぼそ からくり,"hinge, pivot, door",N1,2,2,3
碑,ヒ,いしぶみ,"tombstone, monument",N1,1,1,2
鍛,タン キタ.エ,,"forge, discipline, train",N1,2,0,3
刀,トウ ソ,かたな,"sword, saber, knife",N1,2,1,3
鼓,コ,つづみ,"drum, beat, rouse, muster",N1,1,1,4
裸,ラ,はだか,"naked, nude, uncovered, partially clothed",N1,1,1,4
猶,ユウ ユ,なお,"furthermore, still, yet",N1,2,1,3
塊,カイ ケ,かたまり つちくれ,"clod, lump, chink, clot, mass",N1,2,2,5
旋,セン,,"rotation, go around",N1,1,0,2
弓,キュウ ユ,,"bow, bow (archery, violin)",N1,2,0,3
幣,ヘイ ヌ,,"cash, bad habit, humble prefix, gift, Shinto offerings of cloth, rope, cut paper",N1,2,0,7
膜,マク,,membrane,N1,1,0,1
扇,セン オウ,,"fan, folding fan",N1,2,0,2
腸,チョウ,はらわた,"intestines, guts, bowels, viscera",N1,1,1,4
槽,ソウ,ふね,"vat, tub, tank",N1,1,1,3
慈,ジ イツク.シ,,mercy,N1,2,0,1
楊,ヨウ ヤナ,かわ,willow,N1,2,1,1
伐,バツ ハツ カ ボチ,き.る そむ.く う.つ,"fell, strike, attack, punish",N1,4,3,4
